prim_db	prim_id	prim_alt	sec_db	sec_id	sec_alt	trim_left	trim_right	red_db	red_id	red_alt	E-value	gap	orient	count	total	adj_p-value	p-value
collectf	EXPREG_000009a0	AmpR_P.aeruginosa	prodoric	MX000200	MelR	0	0	.	.	.	9.41e-02	10	2	4	25	1.70e-08	1.53e-07
collectf	EXPREG_000009a0	AmpR_P.aeruginosa	prodoric	MX000200	MelR	0	0	.	.	.	9.41e-02	10	6	4	25	2.64e-07	2.37e-06
collectf	EXPREG_000009a0	AmpR_P.aeruginosa	prodoric	MX000200	MelR	0	0	.	.	.	9.41e-02	10	7	4	25	2.64e-07	2.37e-06
collectf	EXPREG_000009a0	AmpR_P.aeruginosa	prodoric	MX000200	MelR	0	0	.	.	.	9.41e-02	10	8	4	25	3.96e-06	3.56e-05
collectf	EXPREG_000009a0	AmpR_P.aeruginosa	prodoric	MX000143	GcvA	0	0	.	.	.	1.86e+00	43	2	3	16	3.07e-07	2.77e-06
collectf	EXPREG_000009a0	AmpR_P.aeruginosa	prodoric	MX000143	GcvA	0	0	.	.	.	1.86e+00	43	6	3	16	2.42e-06	2.18e-05
collectf	EXPREG_000009a0	AmpR_P.aeruginosa	prodoric	MX000143	GcvA	0	0	.	.	.	1.86e+00	43	7	3	16	2.42e-06	2.18e-05
collectf	EXPREG_000009a0	AmpR_P.aeruginosa	prodoric	MX000096	Lrp	6	0	.	.	.	1.89e+00	3	5	6	110	3.19e-07	2.87e-06
collectf	EXPREG_000009a0	AmpR_P.aeruginosa	prodoric	MX000096	Lrp	6	0	.	.	.	1.89e+00	3	8	7	110	1.54e-06	1.39e-05
collectf	EXPREG_000009a0	AmpR_P.aeruginosa	collectf	EXPREG_00000050	PhoP_Y.pestis	1	3	.	.	.	7.95e+00	55	5	4	38	1.44e-06	1.29e-05
##
# Detailed descriptions of columns in this file:
#
# prim_db:	The name of the database (file name) that contains the primary motif.
# prim_id:	A name for the primary motif that is unique in the motif database file.
# prim_alt:	An alternate name of the primary motif that may be provided
#		in the motif database file.
# sec_db:	The name of the database (file name) that contains the secondary motif.
# sec_id:	A name for the motif that is unique in the motif database file.
# sec_alt:	An alternate name of the secondary motif that may be provided
#		in the motif database file.
# trim_left:	Number of positions trimmed from left of secondary motif
# trim_right:	Number of positions trimmed from right of secondary motif
# If the next three fields are not blank, the motif is redundant with a more significant ('parent') motif.
# red_db:	The database (file name) that contains the parent motif.
# red_id:	A name for the parent motif that is unique in the motif database file.
# red_alt:	An alternate name of the parent motif that may be provided
#		in the motif database file.
# E-value:	The expected number motifs that would have least one
#		spacing as enriched as the best spacing for this secondary.
#		The E-value is the best spacing p-value multiplied by the number of motifs in the
#		input database(s).
# gap:		The distance between the edge of the primary and the (trimmed) secondary motif.
# orient:	The (combination) of quadrants for which occurrences
#		of this spacing are combined.
# count:	The number of occurrences of the secondary motif with the
#		given spacing and orientation to the primary motif.
# total:	The total number of occurrences of the secondary motif within the
#		margins around the best primary motif occurrence.
# adj_p-value:	The p-value of the gap and orientation, adjusted for
#		nine combinations of quadrants times the number of gaps tested
#		(as controlled by the -range switch).
# p-value:	The p-value of the gap and orientation adjusted only for the number of gaps tested.
